recordedAt,receivedAt,tukTukRegistrationNumber,plateNumber,deviceSerialNumber,provinceCode,districtCode,stationCode,latitude,longitude,speedKmh,heading,accuracyM,ignitionOn
2026-04-23T18:06:00.000Z,2026-04-23T18:06:30.000Z,REG-2026-000162,NWP-CAB-5162,SIM-TD-162,NWP,PUT,PUTP,8.0354776,79.8290513,25.96,115.66,8.08,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:22.000Z,REG-2026-000152,CP-CAB-5152,SIM-TD-152,CP,KAN,PER,7.2688492,80.5933903,17.1,208.41,11.37,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000144,SAB-CAB-5144,SIM-TD-144,SAB,KEG,KEGP,7.2535619,80.3461315,17.76,213.67,8.9,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000171,WP-CAB-5171,SIM-TD-171,WP,COL,MNTL,6.8380951,79.8572788,36.59,345.9,9.93,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:12.000Z,REG-2026-000159,EP-CAB-5159,SIM-TD-159,EP,BAT,BATP,7.7096639,81.6864442,30.45,345.9,6.64,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:13.000Z,REG-2026-000134,EP-CAB-5134,SIM-TD-134,EP,TRI,TRIP,8.5864498,81.2153415,15.76,120.23,9.81,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000139,NCP-CAB-5139,SIM-TD-139,NCP,ANU,ANUP,8.3110494,80.400584,19.25,350.85,10.53,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000168,SAB-CAB-5168,SIM-TD-168,SAB,KEG,KEGP,7.2541227,80.3460266,24.53,212.74,6.78,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000150,WP-CAB-5150,SIM-TD-150,WP,KAL,PAN,6.7121933,79.9065378,16.84,117.03,7.15,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:13.000Z,REG-2026-000133,NP-CAB-5133,SIM-TD-133,NP,JAF,JAFP,9.6625092,80.0299639,32.62,340.84,8.7,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:17.000Z,REG-2026-000170,WP-CAB-5170,SIM-TD-170,WP,COL,PET,6.9378245,79.8505569,33.62,119.92,8.83,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:35.000Z,REG-2026-000164,NCP-CAB-5164,SIM-TD-164,NCP,POL,POLP,7.943183,81.0188214,25.53,208.36,6.1,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000166,UVA-CAB-5166,SIM-TD-166,UVA,MON,MONP,6.871435,81.350597,28.25,125.1,8.46,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:19.000Z,REG-2026-000147,WP-CAB-5147,SIM-TD-147,WP,COL,MNTL,6.8383629,79.8576157,28.39,345.9,10.99,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000165,UVA-CAB-5165,SIM-TD-165,UVA,BAD,BADP,6.9937745,81.0610177,31.59,330.85,8.23,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:32.000Z,REG-2026-000148,WP-CAB-5148,SIM-TD-148,WP,GAM,NEG,7.2112056,79.8351449,14.84,202.94,11.74,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000156,SP-CAB-5156,SIM-TD-156,SP,HAM,HAMB,6.1261588,81.118246,19.82,214.52,9.39,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:29.000Z,REG-2026-000143,SAB-CAB-5143,SIM-TD-143,SAB,RAT,RATP,6.6822446,80.394476,26.31,348.35,4.3,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000140,NCP-CAB-5140,SIM-TD-140,NCP,POL,POLP,7.9421995,81.0188825,21.5,210.04,4.74,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000157,NP-CAB-5157,SIM-TD-157,NP,JAF,JAFP,9.6617452,80.0293486,26.67,346.54,9.92,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:16.000Z,REG-2026-000154,SP-CAB-5154,SIM-TD-154,SP,GAL,GALP,6.0320978,80.2169712,26.2,126.71,9.64,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:35.000Z,REG-2026-000145,WP-CAB-5145,SIM-TD-145,WP,COL,FORT,6.9349907,79.8475934,17.34,337.89,6.79,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000132,SP-CAB-5132,SIM-TD-132,SP,HAM,HAMB,6.126292,81.118302,27.93,217.43,10.59,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:34.000Z,REG-2026-000135,EP-CAB-5135,SIM-TD-135,EP,BAT,BATP,7.7091954,81.6873647,16.59,345.9,11.64,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000142,UVA-CAB-5142,SIM-TD-142,UVA,MON,MONP,6.8716739,81.3509808,18.08,123.53,11.99,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:25.000Z,REG-2026-000174,WP-CAB-5174,SIM-TD-174,WP,KAL,PAN,6.7122836,79.9077566,25.88,113.58,11.42,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000153,CP-CAB-5153,SIM-TD-153,CP,NUW,NUWPS,6.9507774,80.7952892,30.31,331.17,6.98,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000160,EP-CAB-5160,SIM-TD-160,EP,AMP,AMPP,7.2937478,81.6720855,17.48,204.13,5.12,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000169,WP-CAB-5169,SIM-TD-169,WP,COL,FORT,6.9342109,79.8465239,33.92,347.95,9.14,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000136,EP-CAB-5136,SIM-TD-136,EP,AMP,AMPP,7.2938711,81.6723932,15.58,206.01,5.7,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000151,CP-CAB-5151,SIM-TD-151,CP,KAN,KDY,7.2899431,80.6300765,34.73,350.85,4.84,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:40.000Z,REG-2026-000138,NWP-CAB-5138,SIM-TD-138,NWP,PUT,PUTP,8.0352169,79.8283081,30.46,114.94,6.93,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:18.000Z,REG-2026-000158,EP-CAB-5158,SIM-TD-158,EP,TRI,TRIP,8.5869531,81.2161755,21.37,119.01,8.83,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:12.000Z,REG-2026-000167,SAB-CAB-5167,SIM-TD-167,SAB,RAT,RATP,6.6825229,80.3952357,28.75,348.35,11.16,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:17.000Z,REG-2026-000137,NWP-CAB-5137,SIM-TD-137,NWP,KUR,KURP,7.4867864,80.3691959,24.22,337.34,8.9,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:39.000Z,REG-2026-000141,UVA-CAB-5141,SIM-TD-141,UVA,BAD,BADP,6.9940445,81.0608001,18.56,333.01,11.6,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:35.000Z,REG-2026-000149,WP-CAB-5149,SIM-TD-149,WP,GAM,KEL,6.9554703,79.9268033,25.42,340.01,6.39,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:27.000Z,REG-2026-000173,WP-CAB-5173,SIM-TD-173,WP,GAM,KEL,6.9548589,79.9264574,29.84,341.43,8.2,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:33.000Z,REG-2026-000163,NCP-CAB-5163,SIM-TD-163,NCP,ANU,ANUP,8.3104925,80.3999105,36.78,350.85,9.91,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000172,WP-CAB-5172,SIM-TD-172,WP,GAM,NEG,7.210021,79.8361851,27.66,205.81,9.09,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:22.000Z,REG-2026-000146,WP-CAB-5146,SIM-TD-146,WP,COL,PET,6.9382912,79.8512735,34.8,120.09,10.68,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000188,NCP-CAB-5188,SIM-TD-188,NCP,POL,POLP,7.9424771,81.0187,20.08,210.35,9.41,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:19.000Z,REG-2026-000196,WP-CAB-5196,SIM-TD-196,WP,GAM,NEG,7.210547,79.8357117,37.56,203.29,8.95,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:26.000Z,REG-2026-000180,SP-CAB-5180,SIM-TD-180,SP,HAM,HAMB,6.1263142,81.1185704,24.8,214.17,7.11,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000182,EP-CAB-5182,SIM-TD-182,EP,TRI,TRIP,8.5869564,81.2155748,20.73,121.45,11.69,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:33.000Z,REG-2026-000195,WP-CAB-5195,SIM-TD-195,WP,COL,MNTL,6.8384697,79.8580822,35.03,345.9,6.56,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000176,CP-CAB-5176,SIM-TD-176,CP,KAN,PER,7.2686832,80.5936874,17.95,210.16,9.98,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:25.000Z,REG-2026-000190,UVA-CAB-5190,SIM-TD-190,UVA,MON,MONP,6.8717824,81.3515694,36.92,125.23,8.63,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000191,SAB-CAB-5191,SIM-TD-191,SAB,RAT,RATP,6.6821794,80.3942819,37.15,348.35,8.67,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000187,NCP-CAB-5187,SIM-TD-187,NCP,ANU,ANUP,8.3113426,80.4007478,29.41,350.85,8.38,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:40.000Z,REG-2026-000185,NWP-CAB-5185,SIM-TD-185,NWP,KUR,KURP,7.4865648,80.3692846,24.35,340.34,6.98,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000189,UVA-CAB-5189,SIM-TD-189,UVA,BAD,BADP,6.9937528,81.0613064,36.79,332.9,7.28,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:32.000Z,REG-2026-000177,CP-CAB-5177,SIM-TD-177,CP,NUW,NUWPS,6.949479,80.7949921,34.03,335.14,9.75,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000183,EP-CAB-5183,SIM-TD-183,EP,BAT,BATP,7.709361,81.6869308,21.96,345.9,8.48,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:26.000Z,REG-2026-000197,WP-CAB-5197,SIM-TD-197,WP,GAM,KEL,6.9559513,79.9268428,25.43,339.82,9.11,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:34.000Z,REG-2026-000184,EP-CAB-5184,SIM-TD-184,EP,AMP,AMPP,7.2929071,81.6719352,29.52,205.81,6.34,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:13.000Z,REG-2026-000192,SAB-CAB-5192,SIM-TD-192,SAB,KEG,KEGP,7.2535504,80.3461012,29.85,215.34,6.58,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:17.000Z,REG-2026-000178,SP-CAB-5178,SIM-TD-178,SP,GAL,GALP,6.0324956,80.2166127,17.02,127.69,5.56,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000194,WP-CAB-5194,SIM-TD-194,WP,COL,PET,6.9387826,79.8509267,28.5,121.77,7.91,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:29.000Z,REG-2026-000198,WP-CAB-5198,SIM-TD-198,WP,KAL,PAN,6.7118608,79.9074954,22.41,114.45,11.41,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:20.000Z,REG-2026-000175,CP-CAB-5175,SIM-TD-175,CP,KAN,KDY,7.2900894,80.630065,28.06,350.85,11.79,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:39.000Z,REG-2026-000179,SP-CAB-5179,SIM-TD-179,SP,MATR,MATP,5.9539478,80.5505786,32.69,348.35,11.72,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:20.000Z,REG-2026-000193,WP-CAB-5193,SIM-TD-193,WP,COL,FORT,6.9347952,79.8463369,24.13,347.35,7.5,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000200,CP-CAB-5200,SIM-TD-200,CP,KAN,PER,7.2688111,80.5942342,35.81,209.65,4.41,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:25.000Z,REG-2026-000181,NP-CAB-5181,SIM-TD-181,NP,JAF,JAFP,9.6622276,80.0289607,32.56,341.66,10.86,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:29.000Z,REG-2026-000186,NWP-CAB-5186,SIM-TD-186,NWP,PUT,PUTP,8.0351642,79.8288115,22.89,116.4,4.83,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:30.000Z,REG-2026-000199,CP-CAB-5199,SIM-TD-199,CP,KAN,KDY,7.289608,80.6303814,19.08,350.85,9.18,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:19.000Z,REG-2026-000059,SP-CAB-5059,SIM-TD-059,SP,MATR,MATP,5.95404,80.5506548,34.48,348.35,6.63,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000071,SAB-CAB-5071,SIM-TD-071,SAB,RAT,RATP,6.6819289,80.3950278,28.34,348.35,10.05,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:39.000Z,REG-2026-000069,UVA-CAB-5069,SIM-TD-069,UVA,BAD,BADP,6.9942769,81.0607086,19.7,333.64,10.5,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:12.000Z,REG-2026-000077,WP-CAB-5077,SIM-TD-077,WP,GAM,KEL,6.9549847,79.9268417,19.56,339.9,7.24,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:16.000Z,REG-2026-000073,WP-CAB-5073,SIM-TD-073,WP,COL,FORT,6.9352757,79.846601,22.37,340.19,5.97,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:34.000Z,REG-2026-000084,SP-CAB-5084,SIM-TD-084,SP,HAM,HAMB,6.126672,81.1181188,15.98,215.22,11.36,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000049,WP-CAB-5049,SIM-TD-049,WP,COL,FORT,6.935612,79.8473173,36.84,338.5,9.8,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:29.000Z,REG-2026-000050,WP-CAB-5050,SIM-TD-050,WP,COL,PET,6.937879,79.8511776,32.29,117.36,5.78,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:17.000Z,REG-2026-000074,WP-CAB-5074,SIM-TD-074,WP,COL,PET,6.9387763,79.8505146,22.8,119.41,6.03,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000063,EP-CAB-5063,SIM-TD-063,EP,BAT,BATP,7.7094123,81.6866652,14.28,345.9,6.65,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000057,CP-CAB-5057,SIM-TD-057,CP,NUW,NUWPS,6.9504868,80.7949638,14.96,333.3,10.77,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:40.000Z,REG-2026-000065,NWP-CAB-5065,SIM-TD-065,NWP,KUR,KURP,7.4855875,80.3688703,19.32,343.2,7.53,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:16.000Z,REG-2026-000085,NP-CAB-5085,SIM-TD-085,NP,JAF,JAFP,9.6611658,80.0291461,29.19,346.5,10.89,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000058,SP-CAB-5058,SIM-TD-058,SP,GAL,GALP,6.0317997,80.2169151,16.76,129.73,5.52,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000067,NCP-CAB-5067,SIM-TD-067,NCP,ANU,ANUP,8.3113465,80.4005668,29.85,350.85,8.21,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:12.000Z,REG-2026-000076,WP-CAB-5076,SIM-TD-076,WP,GAM,NEG,7.2113041,79.8356418,33.84,202.64,4.63,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000066,NWP-CAB-5066,SIM-TD-066,NWP,PUT,PUTP,8.0351684,79.8294515,27.05,113.63,4.12,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:28.000Z,REG-2026-000083,SP-CAB-5083,SIM-TD-083,SP,MATR,MATP,5.9545777,80.5502778,31.23,348.35,10.06,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:20.000Z,REG-2026-000051,WP-CAB-5051,SIM-TD-051,WP,COL,MNTL,6.8386921,79.8578094,15.98,345.9,4.37,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:26.000Z,REG-2026-000062,EP-CAB-5062,SIM-TD-062,EP,TRI,TRIP,8.5869663,81.2160295,30.01,118.5,5.35,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000048,SAB-CAB-5048,SIM-TD-048,SAB,KEG,KEGP,7.2535678,80.3460865,16.35,213.65,10.97,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000086,EP-CAB-5086,SIM-TD-086,EP,TRI,TRIP,8.5869271,81.215491,33.57,118.66,5.35,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:20.000Z,REG-2026-000054,WP-CAB-5054,SIM-TD-054,WP,KAL,PAN,6.7123447,79.9069565,23.91,115.82,5.04,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000070,UVA-CAB-5070,SIM-TD-070,UVA,MON,MONP,6.8718631,81.3507408,14.03,129.06,5.21,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000061,NP-CAB-5061,SIM-TD-061,NP,JAF,JAFP,9.6613548,80.0288679,24.03,344.46,8.59,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000056,CP-CAB-5056,SIM-TD-056,CP,KAN,PER,7.2697908,80.5938731,24.48,207.93,8.79,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:12.000Z,REG-2026-000060,SP-CAB-5060,SIM-TD-060,SP,HAM,HAMB,6.1268735,81.1184597,15.11,214.22,4.6,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:33.000Z,REG-2026-000082,SP-CAB-5082,SIM-TD-082,SP,GAL,GALP,6.0321992,80.2170205,25.4,125.49,9.85,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:32.000Z,REG-2026-000052,WP-CAB-5052,SIM-TD-052,WP,GAM,NEG,7.2109549,79.8357093,21.58,203.23,11.05,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:16.000Z,REG-2026-000080,CP-CAB-5080,SIM-TD-080,CP,KAN,PER,7.2685816,80.5933812,28.29,211.13,5.37,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000078,WP-CAB-5078,SIM-TD-078,WP,KAL,PAN,6.7120384,79.9064032,19.54,115.64,4.37,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:26.000Z,REG-2026-000064,EP-CAB-5064,SIM-TD-064,EP,AMP,AMPP,7.2936016,81.6727502,31.76,205.18,5.3,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:27.000Z,REG-2026-000072,SAB-CAB-5072,SIM-TD-072,SAB,KEG,KEGP,7.252936,80.3465136,19.55,218.03,7.63,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:13.000Z,REG-2026-000047,SAB-CAB-5047,SIM-TD-047,SAB,RAT,RATP,6.6821675,80.3952757,18.93,348.35,6.64,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000087,EP-CAB-5087,SIM-TD-087,EP,BAT,BATP,7.7093876,81.6874178,23.39,345.9,7.17,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000081,CP-CAB-5081,SIM-TD-081,CP,NUW,NUWPS,6.9499023,80.7944518,33.55,337.3,11.73,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000079,CP-CAB-5079,SIM-TD-079,CP,KAN,KDY,7.2903471,80.6298155,35.73,350.85,5.56,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:32.000Z,REG-2026-000053,WP-CAB-5053,SIM-TD-053,WP,GAM,KEL,6.9550399,79.9267918,21.53,338.96,11.34,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000075,WP-CAB-5075,SIM-TD-075,WP,COL,MNTL,6.8389243,79.8573732,23.42,345.9,4.63,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:39.000Z,REG-2026-000068,NCP-CAB-5068,SIM-TD-068,NCP,POL,POLP,7.9427369,81.018694,33.83,208.89,8.9,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:19.000Z,REG-2026-000055,CP-CAB-5055,SIM-TD-055,CP,KAN,KDY,7.2905654,80.6302349,16,350.85,10.71,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:33.000Z,REG-2026-000088,EP-CAB-5088,SIM-TD-088,EP,AMP,AMPP,7.2937024,81.6725854,16.71,205.31,6.83,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:36.000Z,REG-2026-000046,UVA-CAB-5046,SIM-TD-046,UVA,MON,MONP,6.8717608,81.3509243,20.91,123.61,11.13,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:33.000Z,REG-2026-000108,SP-CAB-5108,SIM-TD-108,SP,HAM,HAMB,6.1268119,81.1187339,20.13,213.68,6.27,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000128,CP-CAB-5128,SIM-TD-128,CP,KAN,PER,7.2692323,80.5941266,23.3,209.59,5.12,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:25.000Z,REG-2026-000103,CP-CAB-5103,SIM-TD-103,CP,KAN,KDY,7.2896186,80.6297348,29.32,350.85,6.25,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000101,WP-CAB-5101,SIM-TD-101,WP,GAM,KEL,6.9556024,79.9268655,33.06,334.82,8.35,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000122,WP-CAB-5122,SIM-TD-122,WP,COL,PET,6.9377554,79.8505512,31.9,121.15,10.65,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000106,SP-CAB-5106,SIM-TD-106,SP,GAL,GALP,6.0315652,80.2175027,32.08,126.66,8.98,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000092,NCP-CAB-5092,SIM-TD-092,NCP,POL,POLP,7.9428677,81.0188107,24.67,209.26,4.05,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000117,UVA-CAB-5117,SIM-TD-117,UVA,BAD,BADP,6.9928671,81.0601519,26.2,337.43,9.06,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000127,CP-CAB-5127,SIM-TD-127,CP,KAN,KDY,7.2903997,80.629795,17.28,350.85,5.27,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000129,CP-CAB-5129,SIM-TD-129,CP,NUW,NUWPS,6.9496783,80.7949579,33.14,334.97,11.69,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000110,EP-CAB-5110,SIM-TD-110,EP,TRI,TRIP,8.5867098,81.2146495,30.14,121.99,6.73,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:28.000Z,REG-2026-000118,UVA-CAB-5118,SIM-TD-118,UVA,MON,MONP,6.8719403,81.3505776,32.87,126.06,11.65,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000114,NWP-CAB-5114,SIM-TD-114,NWP,PUT,PUTP,8.0358931,79.8286657,27.86,113.64,7.73,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:38.000Z,REG-2026-000131,SP-CAB-5131,SIM-TD-131,SP,MATR,MATP,5.9540229,80.5503353,35.66,348.35,11.19,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:29.000Z,REG-2026-000109,NP-CAB-5109,SIM-TD-109,NP,JAF,JAFP,9.6619325,80.0290648,33.72,340.97,4.52,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:31.000Z,REG-2026-000123,WP-CAB-5123,SIM-TD-123,WP,COL,MNTL,6.8380939,79.857594,16.21,345.9,10.85,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:16.000Z,REG-2026-000107,SP-CAB-5107,SIM-TD-107,SP,MATR,MATP,5.9543459,80.5502417,20.24,348.35,7.95,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:14.000Z,REG-2026-000121,WP-CAB-5121,SIM-TD-121,WP,COL,FORT,6.9349065,79.8463182,21.6,346.44,10.13,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:32.000Z,REG-2026-000116,NCP-CAB-5116,SIM-TD-116,NCP,POL,POLP,7.9433803,81.0182668,26.64,209.25,5.54,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:37.000Z,REG-2026-000113,NWP-CAB-5113,SIM-TD-113,NWP,KUR,KURP,7.4864178,80.3689592,16.53,339.28,8.84,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:21.000Z,REG-2026-000102,WP-CAB-5102,SIM-TD-102,WP,KAL,PAN,6.712137,79.9065825,37.12,115.66,8.87,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:30.000Z,REG-2026-000094,UVA-CAB-5094,SIM-TD-094,UVA,MON,MONP,6.8721067,81.3515133,14.44,123.74,4.4,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000115,NCP-CAB-5115,SIM-TD-115,NCP,ANU,ANUP,8.3110954,80.4003394,33.51,350.85,10.89,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000104,CP-CAB-5104,SIM-TD-104,CP,KAN,PER,7.269144,80.5939427,16.29,208.66,11.93,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:30.000Z,REG-2026-000100,WP-CAB-5100,SIM-TD-100,WP,GAM,NEG,7.2108048,79.8360272,25.09,202.95,9.13,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:20.000Z,REG-2026-000096,SAB-CAB-5096,SIM-TD-096,SAB,KEG,KEGP,7.2535502,80.3456841,20.49,215.9,7.01,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:23.000Z,REG-2026-000095,SAB-CAB-5095,SIM-TD-095,SAB,RAT,RATP,6.6826646,80.3949226,29.63,348.35,8.44,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:15.000Z,REG-2026-000125,WP-CAB-5125,SIM-TD-125,WP,GAM,KEL,6.9554159,79.9267627,22.5,336.87,6.92,true
2026-04-23T18:06:00.000Z,2026-04-23T18:06:24.000Z,REG-2026-000090,NWP-CAB-5090,SIM-TD-090,NWP,PUT,PUTP,8.0352096,79.8283438,14.72,115.85,6.41,true
